id_tela;tipo_tela;tela;ancho;peso;caracteristicas;rendimiento;encogimiento;precio;fecha_actualizacion;unidades_metros;Proveedor
406;Indigo Spandex;Indigo Spandex Carlin ;1,65;10 Oz;97% Indigo-3 Spandex ;;;15802;23/01/2025;0;Poljean
407;Indigo Spandex;Indigo Spandex Mikonos ;1,45;9,7 Oz ;98% Algodon -2 Spandex;;;19800;23/01/2025;0;Tramas
408;Indigo Spandex;Indigo Spandex Missy Azul ;1,44;8,8 Oz ;67% Algodon-30%Poliester- 3% Spandex;;;15180;23/01/2025;0;Tramas
409;Indigo Spandex;Indigo Spandex Mostaza ;1,6;9 Oz;79% Algodon - 19%Poliester - 2%Spdex;;;9790;23/01/2025;0;Corbeta
410;Indigo Spandex;Inidgo Licrado ;1,8;;98%Algodon - 2%Elastano ;;;18645;23/01/2025;0;Ovetex
411;Jeans Comprados;Jean Dama ;;;68% Algodón 20%  Poliester 2 Elastano ;;;32260;23/01/2025;0;Ryco
412;Jeans Comprados;Jean Dama ;;;68% Algodón 20% Poliester 2 Elastano ;;;35033;23/01/2025;0;Ryco
413;Jeans Comprados;Jean Dama  ;;;68% Algodón 20% Poliester 2 Elastano;;;29487;23/01/2025;0;Ryco
414;Jeans Comprados;Jean Dama Con Spandex ;;;;;;24200;23/01/2025;0;Dotaciones Calderon
415;Jeans Comprados;Jean Dama ;;8 Oz;;;;31429;23/01/2025;0;Fenix
416;Jeans Comprados;Jean Dama ;;;;;;34201;23/01/2025;0;Fenix
417;Jeans Comprados;Jean Dama;;;;;;30504;23/01/2025;0;Fenix
418;Jeans Comprados;Jean Hombre Dotacion Composicion ;;;;;;29118;23/01/2025;0;Ryco
419;Jeans Comprados;Jean Hombre Dotacion Composicion;;;;;;31891;23/01/2025;0;Ryco
420;Jeans Comprados;Jean Hombre Dotacion Composicion ;;;;;;34664;23/01/2025;0;Ryco
421;Jeans Comprados;Jean Hombre Rigido ;;14 Oz;;;;24200;23/01/2025;0;Dotaciones Calderon
422;Jeans Comprados;Jean Hombre  ;;;Spandex;;;32722;23/01/2025;0;Ryco
423;Jeans Comprados;Jean Hombre  ;;;Spandex;;;35495;23/01/2025;0;Ryco
424;Jeans Comprados;Jean Hombre Talla 28 A 36;;;;;;27731;23/01/2025;0;Fenix
425;Jeans Comprados;Jean Hombre Talla 38 A 42;;;;;;29580;23/01/2025;0;Fenix
426;Jeans Comprados;Jean Hombre Talla 44-46 Y 48;;;;;;32353;23/01/2025;0;Fenix
427;Jeans Comprados;Jean Spandex Negro Caballero ;;;;;;36974;23/01/2025;0;Ryco
428;Jeans Comprados;Jean Spandex Negro Caballero ;;;;;;39748;23/01/2025;0;Ryco
429;Jeans Comprados;Jean Spandex Negro Dama ;;;;;;39655;23/01/2025;0;Ryco
430;Jeans Comprados;Jean Spandex Negro Dama ;;;;;;36881;23/01/2025;0;Ryco
431;Malla;Malla Orion Para Forro Color Blanco;;;;;;2420;23/01/2025;0;Bella Tela
432;Malla;Malla Para Forrar Camisa Mitad Espalda Blanca;;;;;;4035;23/01/2025;0;Icoltex
433;Malla;Malla Para Forrar Camisa Mitad Espalda Blanca O Chaquetta;;;;;;3236;23/01/2025;0;El Mayorista
434;Militar;Impermeable Campero;1,5;;;;;29650;23/01/2025;0;Lafayette
435;Militar;Impermeable Huracan;1,5;;;;;40639;23/01/2025;0;Lafayette
436;Militar;Lona Reebag;1,5;;;;;31581;23/01/2025;0;Lafayette
437;Pantalon; 220 Gramos;;;;;;12100;23/01/2025;0;Bella Tela
438;Pantalon;Lino Nova (Linoflex);;;;;;5703;23/01/2025;0;Quantto
439;Pantalon;Lino Vertigo ;;;;;;15400;23/01/2025;0;Linotex Medellin
440;Pantalon;Linoflex ;1,5;;100% Poliester ;;;5720;23/01/2025;0;Bella Tela
441;Pantalon;Linoflex  ;1,54;;100% Poliester;;;6932;23/01/2025;0;Icoltex
442;Pantalon;Linoflex ;1,5;;100% Poliester ;;;6490;23/01/2025;0;Risalltex
443;Pantalon;Linoflex ;1,5;;100% Poliester  ;;;9790;23/01/2025;0;Risalltex
444;Pantalon;Linoflex ;1,5;;100% Poliester ;;;6933;23/01/2025;0;Textiles Yoyo Medellin
445;Pantalon;Linoflex  ;;;100% Poliester;;;5643;23/01/2025;0;Comertex
446;Pantalon;Linoflex Alicia ;1,5;175 Oz;100% Poliester ;;;0;23/01/2025;0;Quantto
447;Pantalon;Linoflex ;1,5;;100% Poliester ;;;5823;23/01/2025;0;El Mayorista
448;Pantalon;Linoflex Esmeralda ;1,5;;100% Poliester ;;;4510;23/01/2025;0;Quantto
449;Pantalon;Linoflex Francia;;;;;;5953;23/01/2025;0;Quantto
450;Pantalon;Linoflex Gabardina Alegado ;1,5;;;;;5830;23/01/2025;0;Insumos Y Textiles- Bernardo
451;Pantalon;Linoflex Gabardina Ox Café Oscuro Coidgo 12417 Seguridad Nal ;1,47;;;;;6600;23/01/2025;0;Bella Tela
452;Pantalon;Linoflex 61 ;;;100% Poliester ;;;7700;23/01/2025;0;Linotex Medellin
453;Pantalon;Linoflex London ;1,5;180 Gr;100% Poliester ;;;4180;23/01/2025;0;Tramas
454;Pantalon;Linoflex Lyon ;1,45;;100% Poliester ;;;12100;23/01/2025;0;Cosmotextil
455;Pantalon;Pantalon Alviero Strech;1,5;;;;;22572;23/01/2025;0;Lafayette
456;Pantalon;Pantalon Ankara Lycra;1,5;;;;;0;23/01/2025;0;Lafayette
457;Pantalon;Pantalon Batari Lycra;1,5;;;;;26433;23/01/2025;0;Lafayette
458;Pantalon;Pantalon Bogaz Lycra;1,5;;;;;26284;23/01/2025;0;Lafayette
459;Pantalon;Pantalon Bogaz Lycra Estampado;1,5;;;;;39402;23/01/2025;0;Lafayette
460;Pantalon;Pantalon Brunno Lp;1,54;;;;;0;23/01/2025;0;Lafayette
461;Pantalon;Pantalon Chakma ;;;97%Poliester - 3%Spandex;;;11330;23/01/2025;0;Primatela
462;Pantalon;Pantalon Cosmos ;1,53;;;;;0;23/01/2025;0;Lafayette
463;Pantalon;Pantalon Dynamic;1,49;;;;;17869;23/01/2025;0;Lafayette
464;Pantalon;Pantalon Elegance ;1,35;243 Gr;97%Poliester-3% Elastomero ;;;15290;23/01/2025;0;Dgt Nancy
465;Pantalon;Pantalon Florence Detal ;1,4;240 Gr;94% Poliéster, 6% Spandex;;;26621;23/01/2025;0;Telares Medellin
466;Pantalon;Pantalon Florence 14 ;1,4;240 Gr;94% Poliéster, 6% Spandex;;;25850;23/01/2025;0;Sutex
467;Pantalon;Pantalon Lugo;1,5;;;;;0;23/01/2025;0;Lafayette
468;Pantalon;Pantalon Lyon Linoflex Strech Mecanico ;1,5;;;;;15950;23/01/2025;0;Cosmotextil
469;Pantalon;Pantalon Megadrill Lafshield;1,5;;;;;0;23/01/2025;0;Lafayette
470;Pantalon;Pantalon Microdril;1,49;;;;;25690;23/01/2025;0;Lafayette
471;Pantalon;Pantalon Moretti;1,5;;;;;24849;23/01/2025;0;Lafayette
472;Pantalon;Pantalon Novastretch Lc;1,53;;;;;35442;23/01/2025;0;Lafayette
473;Pantalon;Pantalon People Strech ;1,4;245 Gr;96% Poliester - 4%Spandex;;;20900;23/01/2025;0;Texeli
474;Pantalon;Pantalon Praga ;1,5;30gm ;96% Poliester - 4% spandex Supervertigo;;;11440;23/01/2025;0;Tramas
475;Pantalon;Pantalon Segal Wicking;1,5;;;;;29304;23/01/2025;0;Lafayette
476;Pantalon;Pantalon Soho (Supervertigo O Studio F)  ;1,5;239 Gr;96% Poliester-4%Spandex;;;11990;23/01/2025;0;Ryco
477;Pantalon;Pantalon Soho;1,51;;;;;20493;23/01/2025;0;Lafayette
478;Pantalon;Pantalon Stefano R;1,56;;;;;26730;23/01/2025;0;Lafayette
479;Pantalon;Pantalon Stefano Lycra R;1,54;;;;;29502;23/01/2025;0;Lafayette
480;Pantalon;Pantalon Super Big Star ;1,42;216- 239 Gr;96% Poliester 4% Elastomero  ;;;13090;23/01/2025;0;Primatela
481;Pantalon;Pantalon Super Vertigo 15 ;1,5;;65% Poliester-35%Algodon;;;19412;23/01/2025;0;Danitex
482;Pantalon;Pantalon Supervertigo ;1,4;236 Gr  ;96% Poliester -4%Elastomero ;;;18590;23/01/2025;0;Dgt Nancy
483;Pantalon;Pantalon Supervertigo5 ;1,45;;;;;12016;23/01/2025;0;Bella Tela
484;Pantalon;Pantalon Tafetan Garota ;;;65% Poliester-35%Algodòn;;;11906;23/01/2025;0;Quantto
485;Pantalon;Pantalon Tisu;1,5;;;;;0;23/01/2025;0;Lafayette
486;Pantalon;Pantalon Trevi ;1,6;;;;;26977;23/01/2025;0;Lafayette
487;Pantalon;Pantalon Triana Lycra;1,5;;;;;23908;23/01/2025;0;Lafayette
488;Pantalon;Pantalon Versalles ;1,43;245 Gr;95% Poliester Filamentos - 5% Elastomero ;;;16087;23/01/2025;0;Icoltex
489;Pantalon;Pantalon Vertigo 15, Menos Pesado Que Supervertigo, Elongacion 1 Direccion ;1,5;200 Gr;65%Poliester-35%Algodon ;;;22770;23/01/2025;0;Danitex
490;Pantalon;Pantalon Vertigo Lafayete ;1,45;320 Gr ;98% Poliester 2% Spandex ;;;10296;23/01/2025;0;Quantto
491;Pantalon;Pantalon Vertigo Leticia   Por Ahora Solo Azul Oscuro;1,45;220 Gr ;97% Poliester 3% Spandex;;;0;23/01/2025;0;Quantto
492;Pantalon;Pantalon Zulu Stretch;1,5;;;;;16879;23/01/2025;0;Lafayette
493;Pantalon Gabardina;Gabardina Esparta ;1,5;180 Gr ;20%Algodon - 80%Poliester ;;;7892;23/01/2025;0;Quantto
494;Pantalon Gabardina;Gabardina Magenta ;1,67;200 Gr ;49%Poliester 26%Algodon 25%Pst ;;;13959;23/01/2025;0;Ovetex
495;Pantalon Gabardina;Gabardina Olimpia Blanca ;1,5;182 Gr;65%Poliester 35% Algodón ;;;13259;23/01/2025;0;Quantto
496;Pantalon Gabardina;Gabardina Praga ;1,5;193 Gr;65%Pol - 35%Algodon ;;;11731;23/01/2025;0;Quantto
497;Pantalon Gabardina;Gabardina Rio ;1,5;200 Gr;65%Poliester - 35%Algodon;;;14327;23/01/2025;0;Icoltex
498;Pantalon Gabardina;Gabardina Tempo ;1,7;189 Gr ;49%Poliester 26%Algodon 25%Pst ;;;13090;23/01/2025;0;Risaltex
499;Perchados;Perchado Cairo Plus;;;;;;10219;23/01/2025;0;Patprimo
500;Perchados;Perchado Fastrack Pb;1,63;;;;;17968;23/01/2025;0;Lafayette
501;Perchados;Perchado Monaco ;1,5;264 Gr;84%Poliester 16%Algodon ;;;18139;23/01/2025;0;Patprimo
502;Perchados;Perchado Monarca ;1,5;280 Gr;100%Poliester ;;;14729;23/01/2025;0;Patprimo
503;Perchados;Perchado Montevideo ;1,5;164 Gr;100%Poliester;;;8019;23/01/2025;0;Patprimo
504;Perchados;Perchado Seul ;1,5;200 Gr;52%Poliester-48% Algodón ;;;13002;23/01/2025;0;Linda Textil
505;Perchados;Perchado Seul ;1,5;200 Gr;52%Poliester-48% Algodón ;;;14586;23/01/2025;0;Linda Textil
506;Perchados;Perchado Seul Oscuro;1,5;200 Gr;52%Poliester-48% Algodón;;;17083;23/01/2025;0;Linda Textil
507;Perchados;Perchado Standford   Blanco;1,5;285 Gr;44%Poliester-55% Algodón;;;21439;23/01/2025;0;Linda Textil
508;Perchados;Perchado Standford  Claro;1,5;285 Gr;44%Poliester-55% Algodón;;;23254;23/01/2025;0;Linda Textil
509;Perchados;Perchado Standford Oscuro;1,5;285 Gr;44%Poliester-55% Algodón;;;26961;23/01/2025;0;Linda Textil
510;Pique;Pique Palaos  Tenemos Muestra;;230 Gr;;;;0;23/01/2025;0;Ninguno
511;Pique;Pique ;;;65% Poliester 35% Algodón;;;20900;23/01/2025;0;Comertex
512;Pique;Pique Action;1,57;;;;;31135;23/01/2025;0;Lafayette
513;Pique;Pique Antilla ;1,8;200 Gr;65% Poliester 35%Algodon;;;13640;23/01/2025;0;Tejilar
514;Pique;Pique Apolo ;1,76;;20% Algodón - 80%Poliester ;;;24502;23/01/2025;0;Lafayette
515;Pique;Pique Apoluss, Es Un Lacoste  Blanca;1,8;200 Gr; 100% Poliester ;;;29650;23/01/2025;0;Retacol Lina
516;Pique;Pique Apoluss, Es Un Lacoste  ,  Negra Y Azul Oscura;1,8;200 Gr;100% Poliester;;;24948;23/01/2025;0;Retacol Lina
517;Pique;Pique Aranza ;1,7;210 Gr;73%Pol - 27%Algo;;;12639;23/01/2025;0;Patprimo
518;Pique;Pique Armani    Tipo Pique Lacoste Caiman $36000 Kg Rendimiento 3 Metros Venden Cuellos Y Puños;1,5;220 Gr;100% Poliester;;;9900;23/01/2025;0;Tramas
519;Pique;Pique Atlantic +;1,5;;;;;26185;23/01/2025;0;Lafayette
520;Pique;Pique Barbados  Blanca ;1,5;;65%Poliester 35% Algodón;;;0;23/01/2025;0;Ninguno
521;Pique;Pique Cole Plus Alta Visibilidad 2.00;;;;;;20691;23/01/2025;0;Lafayette
522;Pique;Pique Cole Plus2;;;;;;19305;23/01/2025;0;Lafayette
523;Pique;Pique Dakota Classic Blanco  ;2;195 Gr ;50% Poliester - 50% Algodón ;;;16764;23/01/2025;0;Risalltex
524;Pique;Pique Dakota Classic Claros ;2;195 Gr ;50% Poliester - 50% Algodón ;;;18513;23/01/2025;0;Risalltex
525;Pique;Pique Dakota Classic Oscuros ;2;195 Gr;50% Poliester - 50% Algodón ;;;20108;23/01/2025;0;Risalltex
526;Pique;Pique Db Color Microfibra;1,8;;100% Poliester ;;;12265;23/01/2025;0;Risalltex
527;Pique;Pique Decathon  (Polux);1,8;;100% Poliester;;;14289;23/01/2025;0;Textrama Rodrigo
528;Pique;Pique Decathon  (Polux) Blanco;1,8;;100% Poliester;;;13189;23/01/2025;0;Risalltex
529;Pique;Pique Deportiva  ;1,5;;100%Poliester;;;9889;23/01/2025;0;Patprimo
530;Pique;Pique Deportiva Super ;1,47;209 Gr;84,2 Poliester-15,8 Algodón;;;11627;23/01/2025;0;Linda Textil
531;Pique;Pique 60 Tipo Lacoste Blanca  Parece Apoluss,  Blanca;1,8;216 Gr ;100% Poliester;;;11770;23/01/2025;0;Bella Tela
532;Pique;Pique 60 Tipo Lacoste Colores Parece Apoluss, ;1,8;216 Gr ;100% Poliester ;;;13420;23/01/2025;0;Bella Tela
533;Pique;Pique Generra Blanco ;2;250 Gr;50% Poliester - 50% Algodón ;;;19965;23/01/2025;0;Risaltex
534;Pique;Pique Generra Claros ;2;250 Gr;50% Poliester - 50% Algodón ;;;21252;23/01/2025;0;Risaltex
535;Pique;Pique Generra Oscuros;2;250 Gr;50% Poliester - 50% Algodón ;;;23094;23/01/2025;0;Risaltex
536;Pique;Pique Hannover    Blancos;1,8;190 Gr;77%Poliester-23 Algodón;;;15444;23/01/2025;0;Linda Textil
537;Pique;Pique Hannover    Claros;1,8;190 Gr;77%Poliester-23 Algodón;;;17413;23/01/2025;0;Linda Textil
538;Pique;Pique Hannover    Oscuros;1,8;190 Gr;77%Poliester-23 Algodón;;;19074;23/01/2025;0;Linda Textil
539;Pique;Pique Hannover  Tenemos Muestra;;200 Gr;;;;0;23/01/2025;0;Risalltex
540;Pique;Pique Lacost Mil Rayas ;1,8;210 Gr;65%Poliester - 35%Algodon ;;;9350;23/01/2025;0;Intexco
541;Pique;Pique Lacoste ;1,8;200 Gr ;65%Poliester-35% Algodón ;;;11550;23/01/2025;0;Retacol Lina
542;Pique;Pique Lindatextil   Se Parece A La Poltexsec;1,8;200 Gr;100% Poliester;;;14245;23/01/2025;0;Linda Textil
543;Pique;Pique Lucia ;1,8;220 Gr;65% Poliester - 35% algodón   ;;;11092;23/01/2025;0;Textiles del Pacifico
544;Pique;Pique Madrigal Claros (Polux) ;1,8;220 Gr ;100%Poliester;;;7700;23/01/2025;0;Intexco
545;Pique;Pique Madrigal Claros Homologa Polux;;;;;;8140;23/01/2025;0;Risalltex
546;Pique;Pique Madrigal Oscuros (Polux) ;1,8;220 Gr;100%Poliester;;;8360;23/01/2025;0;Ninguno
547;Pique;Pique Madrigal Oscuros Homologa Polux;;;;;;9702;23/01/2025;0;Ninguno
548;Pique;Pique Manila Claros ;1,6;180 Gr ;80% Poliester -20% Algodón ;;;7040;23/01/2025;0;Intexco
549;Pique;Pique Manila Oscuros ;1,6;180 Gr;80% Poliester -20% Algodón ;;;7920;23/01/2025;0;Intexco
550;Pique;Pique Oslo ;1,8;;;;;0;23/01/2025;0;Trend Lab
551;Pique;Pique Palaos  Es Mas Suave Que Hannover Blancos;1,8;;65%Poliester- 35%Algodon;;;21109;23/01/2025;0;Linda Textil
552;Pique;Pique Palaos   Es Mas Suave Que Hannover Claros;1,8;230 Gr;65%Poliester- 35%Algodon ;;;23485;23/01/2025;0;Linda Textil
553;Pique;Pique Palaos   Es Mas Suave Que Hannover Oscuros;1,8;230 Gr;65%Poliester- 35%Algodon;;;26895;23/01/2025;0;Linda Textil
554;Pique;Pique Palermo  Rollo;1,83;205 Gr;100% Algodón;;;24548;23/01/2025;0;Risaltex
555;Pique;Pique Poltexsec ;1,8;210 Gr;100%Poliester ;;;9889;23/01/2025;0;Patprimo
556;Pique;Pique Poluss  ;1,65;220 Gr;;;;12941;23/01/2025;0;Almacen Textifill Bogota
557;Pique;Pique Poluss 34   ;1,65;220 Gr;;;;13750;23/01/2025;0;Jhon Uribe
558;Pique;Pique Polux;1,8;;;;;21037;23/01/2025;0;Lafayette
559;Pique;Pique 73 ;1,9;220 Gr ;65% Poliester -35% Algodón ;;;13125;23/01/2025;0;Retacol Lina
560;Pique;Pique Rus Blancos;1,8;225 Gr;65%Poliester-35%Algodon;;;18304;23/01/2025;0;Linda Textil
561;Pique;Pique Ruso   Claros - 25 Dias Programacion Color;1,8;225 Gr;65%Poliester-35%Algodon;;;21505;23/01/2025;0;Linda Textil
562;Pique;Pique Ruso  Oscuros 25 Dias Programacion Color;1,8;225 Gr;65%Poliester-35%Algodon;;;25333;23/01/2025;0;Linda Textil
563;Pique;Pique Russo Blanco ;1,8;225 Gr;65%Poliester-35%Algodon;;;19052;23/01/2025;0;Risaltex
564;Pique;Pique Russo Medios ;1,8;225 Gr;65%Poliester-35%Algodon;;;22429;23/01/2025;0;Risaltex
565;Pique;Pique Russo Oscuros ;1,8;225 Gr;65%Poliester-35%Algodon;;;26400;23/01/2025;0;Risaltex
566;Pique;Pique Russo/Ref Nigeria ;1,7;216 Gr ;65%Poliester-35%Algodon;;;8690;23/01/2025;0;Intexco
567;Pique;Pique Saturno ;1,8;180 Gr;65% Poliester 35%Algodon;;;0;23/01/2025;0;Tejilares Ana Cristina
568;Pique;Pique Speed Igual A La Spray ;1,5;140 Gr;100%Poliester ;;;7118;23/01/2025;0;Bella Tela
569;Pique;Pique Spray ;1,47;136 Gr;100%Poliester ;;;8129;23/01/2025;0;Linda Textil
570;Pique;Pique Spray Azul Rey Y Azul La De Eve;;;;;;8316;23/01/2025;0;Risalltex
571;Pique;Pique Superior Claros ;1,9;220 Gr ;65% Poliester 35%Algodon;;;9900;23/01/2025;0;Intexco
572;Pique;Pique Superior Medios ;1,9;220 Gr ;65% Poliester 35%Algodon;;;11000;23/01/2025;0;Ninguno
573;Pique;Pique Terranova Blanco ;1,76;195 Gr;50% Poliester - 50% Algodón ;;;17374;23/01/2025;0;Risaltex
574;Pique;Pique Terranova Medios ;1,76;195 Gr;50% Poliester - 50% Algodón ;;;19855;23/01/2025;0;Risaltex
575;Pique;Pique Terranova Oscuros ;1,76;195 Gr;50% Poliester - 50% Algodón ;;;21615;23/01/2025;0;Risaltex
576;Pique;Pique Tikal R  Homologa Polux;1,85;;;;;26086;23/01/2025;0;Lafayette
577;Pique;Pique Togo ;1,47;110 Gr;100% Poliester ;;;7205;23/01/2025;0;Linda Textil
578;Pique;Pique Ultra  Blanco;1,8;200 Gr;65% Poliester 35%Algodon;;;12540;23/01/2025;0;Risalltex
579;Pique;Pique Ultra    Colores;1,8;200 Gr;65% Poliester 35%Algodon;;;9020;23/01/2025;0;Risalltex
580;Polos Y Tshirt Ya Confeccionadas;Polo Mc Blanca;;;;;;20798;23/01/2025;0;Yenjhon
581;Polos Y Tshirt Ya Confeccionadas;Polo Mc Color;;;;;;21722;23/01/2025;0;Yenjhon
582;Polos Y Tshirt Ya Confeccionadas;Polo Ml Blanca;;;;;;24033;23/01/2025;0;Yenjhon
583;Polos Y Tshirt Ya Confeccionadas;Polo Ml Color;;;;;;24957;23/01/2025;0;Yenjhon
584;Polos Y Tshirt Ya Confeccionadas;Polos Mc;;;;;;0;23/01/2025;0;Gildan- Corbeta
585;Rib;Rib Bahamas Se Tiñe Con Prendas Entrega 25 A 30 Dias;1,4;216 Gr;65%Poliester -35%Algodon;;;12540;23/01/2025;0;Tejilar
586;Rib;Rib Éxito ;1,6;200 Gr;65%Poliester -35%Algodon ;;;16489;23/01/2025;0;Portofino
587;Rib;Rib 73 ;1,5;;Poliesteralgodon ;;;14789;23/01/2025;0;Retacon
588;Rib;Rib Spring Maxim Minimo 6 Metros;;;;;;13959;23/01/2025;0;Patprimo
589;Rib;Rib 44 ;1,5;;Poliester ;;;10907;23/01/2025;0;Telares Medellin
590;Rib;Rib Titanica ;1,5;;64%Poliester -34%Algodon -2%Spandex ;;;22687;23/01/2025;0;Patprimo
591;Sabanas;Genero 23  144 Hilos ;2,5;;50% Poliester - 50% Algodón ;;;16546;23/01/2025;0;Mi Telas
592;Sabanas;Genero 66 144 Hilos  Solo Vende Rollos;2,5;;50% Poliester - 50% Algodón;;;11825;23/01/2025;0;Risalltex
593;Sabanas;Genero 44 144 Hilos  ;2,4;;50% Poliester -  50% Algodón;;;14604;23/01/2025;0;Telares Medellin
594;Salud;Impermeable Antimicrobial Vendaval Cloro Antimicrobial1.50;;;;;;0;23/01/2025;0;Lafayette
595;Salud;Impermeable Orion Cloro Antimicrobial1.50;;;;;;0;23/01/2025;0;Lafayette
596;Tela Bolsillo;Tela Bolsillo Blanca Dajol Pc Chino ;1,5;;80%Poliester -20% Algodón ;;;5610;23/01/2025;0;Risalltex
597;Tela Bolsillo;Tela Bolsillo Crema Batida Bellatela ;;;;;;4400;23/01/2025;0;Bella Tela
598;Tela Bolsillo;Tela Bolsillo Crema Batida Rollo 100 Mts;;;;;;3630;23/01/2025;0;El Mayorista
599;Tela Bolsillo;Tela Bolsillo 4  ;1,5;90 +- 5 Gr;;;;3601;23/01/2025;0;Icoltex
600;Tela Bolsillo;Tela Bolsillo Negro Dajol Pc Chino ;1,5;;80%Poliester -20% Algodón ;;;6710;23/01/2025;0;Risalltex
601;Tela Bolsillo;Tela Bolsillo 32 ;2,5;;;;;4829;23/01/2025;0;Ovetex
602;Tela Bolsillo;Tela Bolsillo Negra Y Beige;;280 Gr;;;;5236;23/01/2025;0;Quantto
603;Tshirt Confeccionadas;Tshirt Blanca  Solo Color Blanco;;;Algodón 100%;;;8030;23/01/2025;0;Francisco Rosero
604;Tshirt Confeccionadas;Tshirt Mc;;;;;;15950;23/01/2025;0;Mapi
605;Tshirt Confeccionadas;Tshirt Mc Cuello Redondo Blanca;;;;;;12016;23/01/2025;0;Yenjhon
606;Tshirt Confeccionadas;Tshirt Mc Cuello Redondo Caballero Aritex Tallas S A Xl;;;;;;14604;23/01/2025;0;Eduardo Mejia Z Sucesores
607;Tshirt Confeccionadas;Tshirt Mc Cuello Redondo Color;;;;;;12941;23/01/2025;0;Yenjhon
608;Tshirt Confeccionadas;Tshirt Mc Cuello Redondo Dama Aritex Talla S A Xl;;;;;;14986;23/01/2025;0;Eduardo Mejia Z Sucesores
609;Tshirt Confeccionadas;Tshirt Mc Cuello V Blanca;;;;;;12201;23/01/2025;0;Yenjhon
610;Tshirt Confeccionadas;Tshirt Mc Cuellov Color;;;;;;13126;23/01/2025;0;Yenjhon
611;Tshirt Confeccionadas;Tshirt Ml Cuello Redondo Blanca;;;;;;14789;23/01/2025;0;Yenjhon
612;Tshirt Confeccionadas;Tshirt Ml Cuello Redondo Color;;;;;;15714;23/01/2025;0;Yenjhon
613;Tshirt Confeccionadas;Tshirt Ml;;;;;;18395;23/01/2025;0;Mapi
615;Pique;OMEGA ;1,8;223 Gr;100%poliester;;;14300;23/01/2025;0;Sutex
616;Tela Bolsillo;Tela Bolsillo ;2,5;;;;;4400;23/01/2025;0;Risalltex
617;Pique;Pique Dornella Plus ;1,8;;62% Poliester - 34% Algodón - 4% Spandex ;;;16940;23/01/2025;0;Teks
619;Antifluidos;Antifluido Repe Garnet1 T180 Estampada Negro Rayas base 22329 Stock 75115 Color 174405 ;;;;;;25249;23/01/2025;0;Lafayette
620;Impermeable;Tela poliamida Nylon  Filamentos 100%   Tafetan 1*1 Liviano (Chaquetas Cortavientos);1,5;76 Gr;;;;3512;23/01/2025;0;El Mayorista
621;Camisera;Tela Ref 25000 ;1,58;100 Gr;Poliester 80% Algodon 20% ;;;8635;23/01/2025;0;Textilia
622;Pantalon Gabardina;Linoflex Ref 5001 Tela Pantalonera ;1,5;;100% Poliester ;;;8784;23/01/2025;0;Textilia
623;Dril Spandex ;Hawai ;1,63;7.3 oz ;98% Algodon 2% Elastano ;;;14520;23/01/2025;0;Vicuña
624;Antifluidos;Antifluido Potenza ;1,45;160 Gr;100% Poliester ;;;13860;23/01/2025;0;Sutex
625;Camisera Strech;Cotton Popelin 150 ;1,5;;algodon 97% spandex 3% ;;;14190;23/01/2025;0;Sutex
626;Camisera Strech;Stretch Popelin ;1,45;120 Gr;polyester 75% algodon 23% spandex 2% ;;;13200;23/01/2025;0;Sutex
627;Camisera;Camisero MARMARA ;1,6;;Pol-Alg 92-8 ;;;24200;23/01/2025;0;Lafayette
628;Antifluidos;Antifluido Cosmos Clororesistente ;1,52;148 Gr;100% Polyester ;;;13079;23/01/2025;0;Textiles Spirit
629;Pantalon Gabardina;Gabardina Garota ;1,5;175 Gr;;;;7892;23/01/2025;0;Quantto
630;Deportiva;Montecatini ;1,5;;100% Polyester ;;;8635;23/01/2025;0;Risalltex
631;Deportiva;Megafil Sec  ;1,6;112 Gms;100% Polyester ;;;5819;23/01/2025;0;Teks
632;Indigo Spandex;Indigo Nakan Tejido Plano;1,6;318.7;69% Filamentos de Algodon 29% Filamento de polyester 2% spandex;;;11642;23/01/2025;0;Intermoda
633;Pique;Coqui Útil;1,7;;3,2 - 35 Polyester 65% Algodón;3,2;;9099;23/01/2025;0;Guia Logistica sas
634;Franela Jersey;Franela Jersey Crear Franela Sahara;1,6;149 Gm;"65% Poliéster 35% Algodón
";;;6710;28/11/2024;0;Guia Logistica sas
635;Franela Jersey;Franela Jabón;1,5;;91% Polyester 9% Spandex;3,5;;6911;28/11/2024;0;Teks
636;Franela Jersey;"Franela Keira
";0,6;;33% Algodón 61% Polyester 6%Spandex;3,5;;9425;28/11/2024;0;Teks
637;Deportiva;"Hidrotech  
";1,48;138;100% Polyester;;;18480;29/11/2024;0;Lafayette
638;Perchados;"Perchado Olimpica
";1,5;213;46.3% Poliéster 53.7%;3,13;;19239;19/12/2024;0;Risalltex
639;Perchados;Perchado Seul;1,47;190;52% poliéster 48% Algodón;3,16;;17160;16/12/2024;0;Risalltex
640;Impermeable;"Tela Nylon Azul Turqueza
";;;"100% Poliester
";;;4251;5/12/2024;0;INVERSIONES EL MAYORISTA
641;Camisera;Saray;1,45;105 Gms;100% Poliester;;;18260;10/12/2024;0;Margaritex
642;Camisera;Popelina Malta Tejido Plano;1,5;18 Gms;65% Poliester 35% Algodón;;;8690;13/12/2024;0;Risalltex
643;Camisera;Oxfod ;;;;;;9900;21/12/2024;0;COLNOTEX
644;Perchados;Perchado Loto;1,5;;100% Poliester;;;7150;19/12/2024;0;Risalltex
