id_tela;tipo_tela;tela;ancho;peso;caracteristicas;rendimiento;encogimiento;precio;fecha_actualizacion;unidades_metros;Proveedor
645;Indigo Pesado;Indigo Tokio;1,8;12,5 onz;;;;12120;21/12/2024;0;Intermoda
646;Indigo Spandex;Indigo nakano;1,6;;2% spandex 69% Algodón 29% poliester;;;11642;21/12/2024;0;Intermoda
647;Dril Spandex ;Dril spandex;;;;;;18480;3/01/2025;0;TEXTILES MEDELLIN Y MODA
648;Franela Jersey;Franela Sahara R/4.2;1,6;149;Poliester algodon;;;29117;13/01/2025;0;Guia Logistica sas
649;Antifluidos;Antifluido Pacific Unicolor;1,49;;Poliester 91% Lycra 9;;;30525;13/01/2025;0;Lafayette
650;Antifluidos;ANTIFLUIDO PACIFIC PLUS LAFAYETTE STOCK 37402 Color 194056 azul rey;;;;;;25250;25/01/2025;0;Lafayette
651;Forro;FORRO STRONG ;;;100% POLIESTER;;;3399;27/01/2025;0;Sutex
652;Forro;FORRO COLOMBIA ;;;100% POLIESTER;;;5799;27/01/2025;0;Sutex
653;Pantalon;Tela Pantalon Patagonia ;1.45;204;100% Polyester;;;20000;31/01/2025;0;Sutex
654;Malla;MALLA CON ARRESTO AZUL OSCURO (AGENTE TRANSITO);;;;;;5033;31/01/2025;0;DISTRIBUIDORA CALI PLASTICOS 
655;Camisera;HAIDEN 100% POLIESTER ANCHO 1.45;;;;;;17100;6/02/2025;0;Margaritex
656;Camisera;ANDES ESTAMPADA 100% POLIESTER RECICLADO;;;;;;24150;6/02/2025;0;Lafayette
